protein1 protein2 combined_score
9606.ENSP00000000233 9606.ENSP00000442682 422
9606.ENSP00000000233 9606.ENSP00000263181 511
9606.ENSP00000000233 9606.ENSP00000246747 414
9606.ENSP00000000233 9606.ENSP00000466818 344
9606.ENSP00000000233 9606.ENSP00000258654 162
9606.ENSP00000000233 9606.ENSP00000271732 178
9606.ENSP00000000233 9606.ENSP00000384164 506
9606.ENSP00000000233 9606.ENSP00000329647 178
9606.ENSP00000000233 9606.ENSP00000419782 214
9606.ENSP00000000233 9606.ENSP00000355237 150
9606.ENSP00000000233 9606.ENSP00000355228 150
9606.ENSP00000000233 9606.ENSP00000267199 174
9606.ENSP00000000233 9606.ENSP00000386541 186
9606.ENSP00000000233 9606.ENSP00000306881 324
9606.ENSP00000000233 9606.ENSP00000333547 211
9606.ENSP00000000233 9606.ENSP00000469888 192
9606.ENSP00000000233 9606.ENSP00000428564 156
9606.ENSP00000000233 9606.ENSP00000339844 191
9606.ENSP00000000233 9606.ENSP00000252250 179
9606.ENSP00000000233 9606.ENSP00000379842 173
9606.ENSP00000000233 9606.ENSP00000379256 173
9606.ENSP00000000233 9606.ENSP00000359297 184
9606.ENSP00000000233 9606.ENSP00000494788 176
9606.ENSP00000000233 9606.ENSP00000259632 520
9606.ENSP00000000233 9606.ENSP00000381102 372
9606.ENSP00000000233 9606.ENSP00000296679 302
9606.ENSP00000000233 9606.ENSP00000265080 182
9606.ENSP00000000233 9606.ENSP00000353824 157
9606.ENSP00000000233 9606.ENSP00000417764 151
9606.ENSP00000000233 9606.ENSP00000288266 150
9606.ENSP00000000233 9606.ENSP00000334003 178
9606.ENSP00000000233 9606.ENSP00000384996 158
9606.ENSP00000000233 9606.ENSP00000478501 167
9606.ENSP00000000233 9606.ENSP00000312734 227
9606.ENSP00000000233 9606.ENSP00000393922 192
9606.ENSP00000000233 9606.ENSP00000315299 155
9606.ENSP00000000233 9606.ENSP00000359935 154
9606.ENSP00000000233 9606.ENSP00000420211 164
9606.ENSP00000000233 9606.ENSP00000405950 150
9606.ENSP00000000233 9606.ENSP00000347538 152
9606.ENSP00000000233 9606.ENSP00000484121 842
9606.ENSP00000000233 9606.ENSP00000493691 156
9606.ENSP00000000233 9606.ENSP00000355583 154
9606.ENSP00000000233 9606.ENSP00000321260 195
9606.ENSP00000000233 9606.ENSP00000384830 478
9606.ENSP00000000233 9606.ENSP00000469468 174
9606.ENSP00000000233 9606.ENSP00000360154 173
9606.ENSP00000000233 9606.ENSP00000261313 184
9606.ENSP00000000233 9606.ENSP00000441158 307
9606.ENSP00000000233 9606.ENSP00000260526 160
9606.ENSP00000000233 9606.ENSP00000250559 214
9606.ENSP00000000233 9606.ENSP00000456337 161
9606.ENSP00000000233 9606.ENSP00000442047 159
9606.ENSP00000000233 9606.ENSP00000261263 164
9606.ENSP00000000233 9606.ENSP00000369538 261
9606.ENSP00000000233 9606.ENSP00000310244 198
9606.ENSP00000000233 9606.ENSP00000452401 171
9606.ENSP00000000233 9606.ENSP00000345268 185
9606.ENSP00000000233 9606.ENSP00000314976 228
9606.ENSP00000000233 9606.ENSP00000339467 291
9606.ENSP00000000233 9606.ENSP00000251047 280
9606.ENSP00000000233 9606.ENSP00000361331 179
9606.ENSP00000000233 9606.ENSP00000333769 180
9606.ENSP00000000233 9606.ENSP00000300456 166
9606.ENSP00000000233 9606.ENSP00000223136 308
9606.ENSP00000000233 9606.ENSP00000280700 439
9606.ENSP00000000233 9606.ENSP00000380321 236
9606.ENSP00000000233 9606.ENSP00000369176 183
9606.ENSP00000000233 9606.ENSP00000307634 702
9606.ENSP00000000233 9606.ENSP00000265148 510
9606.ENSP00000000233 9606.ENSP00000358867 161
9606.ENSP00000000233 9606.ENSP00000378356 510
9606.ENSP00000000233 9606.ENSP00000269571 260
9606.ENSP00000000233 9606.ENSP00000225969 200
9606.ENSP00000000233 9606.ENSP00000385757 178
9606.ENSP00000000233 9606.ENSP00000417235 160
9606.ENSP00000000233 9606.ENSP00000376647 168
9606.ENSP00000000233 9606.ENSP00000490760 159
9606.ENSP00000000233 9606.ENSP00000291295 161
9606.ENSP00000000233 9606.ENSP00000264454 193
9606.ENSP00000000233 9606.ENSP00000294179 246
9606.ENSP00000000233 9606.ENSP00000296577 165
9606.ENSP00000000233 9606.ENSP00000498807 186
9606.ENSP00000000233 9606.ENSP00000420270 150
9606.ENSP00000000233 9606.ENSP00000439444 182
9606.ENSP00000000233 9606.ENSP00000310521 203
9606.ENSP00000000233 9606.ENSP00000362339 201
9606.ENSP00000000233 9606.ENSP00000301585 210
9606.ENSP00000000233 9606.ENSP00000299767 209
9606.ENSP00000000233 9606.ENSP00000496713 175
9606.ENSP00000000233 9606.ENSP00000377486 156
9606.ENSP00000000233 9606.ENSP00000053468 181
9606.ENSP00000000233 9606.ENSP00000383178 181
9606.ENSP00000000233 9606.ENSP00000263246 168
9606.ENSP00000000233 9606.ENSP00000386458 160
9606.ENSP00000000233 9606.ENSP00000394049 154
9606.ENSP00000000233 9606.ENSP00000378690 191
9606.ENSP00000000233 9606.ENSP00000352882 154
9606.ENSP00000000233 9606.ENSP00000403362 241
9606.ENSP00000000233 9606.ENSP00000289371 162
9606.ENSP00000000233 9606.ENSP00000497221 157
9606.ENSP00000000233 9606.ENSP00000354871 172
9606.ENSP00000000233 9606.ENSP00000385808 541
9606.ENSP00000000233 9606.ENSP00000497733 325
9606.ENSP00000000233 9606.ENSP00000410746 239
9606.ENSP00000000233 9606.ENSP00000375682 385
9606.ENSP00000000233 9606.ENSP00000289473 157
9606.ENSP00000000233 9606.ENSP00000281589 168
9606.ENSP00000000233 9606.ENSP00000261942 201
9606.ENSP00000000233 9606.ENSP00000361423 164
9606.ENSP00000000233 9606.ENSP00000499900 150
9606.ENSP00000000233 9606.ENSP00000386538 227
9606.ENSP00000000233 9606.ENSP00000363799 178
9606.ENSP00000000233 9606.ENSP00000378974 175
9606.ENSP00000000233 9606.ENSP00000281419 747
9606.ENSP00000000233 9606.ENSP00000324318 230
9606.ENSP00000000233 9606.ENSP00000309477 150
9606.ENSP00000000233 9606.ENSP00000490163 197
9606.ENSP00000000233 9606.ENSP00000358582 313
9606.ENSP00000000233 9606.ENSP00000409666 154
9606.ENSP00000000233 9606.ENSP00000397133 199
9606.ENSP00000000233 9606.ENSP00000378288 150
9606.ENSP00000000233 9606.ENSP00000357564 249
9606.ENSP00000000233 9606.ENSP00000346001 180
9606.ENSP00000000233 9606.ENSP00000362018 175
9606.ENSP00000000233 9606.ENSP00000274311 157
9606.ENSP00000000233 9606.ENSP00000417175 152
9606.ENSP00000000233 9606.ENSP00000329915 171
9606.ENSP00000000233 9606.ENSP00000428924 154
9606.ENSP00000000233 9606.ENSP00000359484 170
9606.ENSP00000000233 9606.ENSP00000339299 280
9606.ENSP00000000233 9606.ENSP00000358421 153
9606.ENSP00000000233 9606.ENSP00000312442 356
9606.ENSP00000000233 9606.ENSP00000469613 152
9606.ENSP00000000233 9606.ENSP00000452762 259
9606.ENSP00000000233 9606.ENSP00000408979 511
9606.ENSP00000000233 9606.ENSP00000418447 198
9606.ENSP00000000233 9606.ENSP00000361930 243
9606.ENSP00000000233 9606.ENSP00000280557 154
9606.ENSP00000000233 9606.ENSP00000442626 160
9606.ENSP00000000233 9606.ENSP00000367952 153
9606.ENSP00000000233 9606.ENSP00000382015 162
9606.ENSP00000000233 9606.ENSP00000217043 363
9606.ENSP00000000233 9606.ENSP00000332454 280
9606.ENSP00000000233 9606.ENSP00000252603 231
9606.ENSP00000000233 9606.ENSP00000451263 154
9606.ENSP00000000233 9606.ENSP00000380466 202
9606.ENSP00000000233 9606.ENSP00000346733 158
9606.ENSP00000000233 9606.ENSP00000374390 165
9606.ENSP00000000233 9606.ENSP00000373706 191
9606.ENSP00000000233 9606.ENSP00000380635 168
9606.ENSP00000000233 9606.ENSP00000483185 323
9606.ENSP00000000233 9606.ENSP00000321348 183
9606.ENSP00000000233 9606.ENSP00000344666 161
9606.ENSP00000000233 9606.ENSP00000353444 362
9606.ENSP00000000233 9606.ENSP00000496229 625
9606.ENSP00000000233 9606.ENSP00000447053 316
9606.ENSP00000000233 9606.ENSP00000282382 159
9606.ENSP00000000233 9606.ENSP00000291574 194
9606.ENSP00000000233 9606.ENSP00000372210 198
9606.ENSP00000000233 9606.ENSP00000288607 177
9606.ENSP00000000233 9606.ENSP00000252602 165
9606.ENSP00000000233 9606.ENSP00000352288 159
9606.ENSP00000000233 9606.ENSP00000431165 171
9606.ENSP00000000233 9606.ENSP00000443475 222
9606.ENSP00000000233 9606.ENSP00000382828 154
9606.ENSP00000000233 9606.ENSP00000325425 155
9606.ENSP00000000233 9606.ENSP00000348349 200
9606.ENSP00000000233 9606.ENSP00000402346 679
9606.ENSP00000000233 9606.ENSP00000449270 705
9606.ENSP00000000233 9606.ENSP00000255631 162
9606.ENSP00000000233 9606.ENSP00000377250 224
9606.ENSP00000000233 9606.ENSP00000346762 525
9606.ENSP00000000233 9606.ENSP00000295491 170
9606.ENSP00000000233 9606.ENSP00000245680 169
9606.ENSP00000000233 9606.ENSP00000478035 163
9606.ENSP00000000233 9606.ENSP00000441543 161
9606.ENSP00000000233 9606.ENSP00000360985 440
9606.ENSP00000000233 9606.ENSP00000242784 170
9606.ENSP00000000233 9606.ENSP00000258198 515
9606.ENSP00000000233 9606.ENSP00000378324 206
9606.ENSP00000000233 9606.ENSP00000442920 194
9606.ENSP00000000233 9606.ENSP00000215071 184
9606.ENSP00000000233 9606.ENSP00000341247 160
9606.ENSP00000000233 9606.ENSP00000319052 163
9606.ENSP00000000233 9606.ENSP00000233078 193
9606.ENSP00000000233 9606.ENSP00000261636 181
9606.ENSP00000000233 9606.ENSP00000314157 160
9606.ENSP00000000233 9606.ENSP00000481834 173
9606.ENSP00000000233 9606.ENSP00000415139 159
9606.ENSP00000000233 9606.ENSP00000329127 178
9606.ENSP00000000233 9606.ENSP00000483059 331
9606.ENSP00000000233 9606.ENSP00000379931 181
9606.ENSP00000000233 9606.ENSP00000495563 186
9606.ENSP00000000233 9606.ENSP00000376077 173
9606.ENSP00000000233 9606.ENSP00000249356 152
9606.ENSP00000000233 9606.ENSP00000484998 202
9606.ENSP00000000233 9606.ENSP00000232461 154
9606.ENSP00000000233 9606.ENSP00000242285 185
9606.ENSP00000000233 9606.ENSP00000249071 215
9606.ENSP00000000233 9606.ENSP00000403681 224
9606.ENSP00000000233 9606.ENSP00000265339 164
9606.ENSP00000000233 9606.ENSP00000382895 181
9606.ENSP00000000233 9606.ENSP00000260363 638
9606.ENSP00000000233 9606.ENSP00000359552 172
9606.ENSP00000000233 9606.ENSP00000007414 233
9606.ENSP00000000233 9606.ENSP00000494957 150
9606.ENSP00000000233 9606.ENSP00000276052 151
9606.ENSP00000000233 9606.ENSP00000329967 183
9606.ENSP00000000233 9606.ENSP00000228945 272
9606.ENSP00000000233 9606.ENSP00000477310 560
9606.ENSP00000000233 9606.ENSP00000418572 158
9606.ENSP00000000233 9606.ENSP00000329219 182
9606.ENSP00000000233 9606.ENSP00000471896 155
9606.ENSP00000000233 9606.ENSP00000398481 163
9606.ENSP00000000233 9606.ENSP00000343118 181
9606.ENSP00000000233 9606.ENSP00000254846 161
9606.ENSP00000000233 9606.ENSP00000246957 180
9606.ENSP00000000233 9606.ENSP00000325002 675
9606.ENSP00000000233 9606.ENSP00000327650 440
9606.ENSP00000000233 9606.ENSP00000377027 173
9606.ENSP00000000233 9606.ENSP00000434412 492
9606.ENSP00000000233 9606.ENSP00000270625 185
9606.ENSP00000000233 9606.ENSP00000292586 157
9606.ENSP00000000233 9606.ENSP00000222330 150
9606.ENSP00000000233 9606.ENSP00000359990 150
9606.ENSP00000000233 9606.ENSP00000314649 240
9606.ENSP00000000412 9606.ENSP00000447378 518
9606.ENSP00000000412 9606.ENSP00000445408 217
9606.ENSP00000000412 9606.ENSP00000493153 480
9606.ENSP00000000412 9606.ENSP00000362413 156
9606.ENSP00000000412 9606.ENSP00000369383 158
9606.ENSP00000000412 9606.ENSP00000220478 164
9606.ENSP00000000412 9606.ENSP00000247461 374
9606.ENSP00000000412 9606.ENSP00000271732 151
9606.ENSP00000000412 9606.ENSP00000461945 353
9606.ENSP00000000412 9606.ENSP00000287295 179
9606.ENSP00000000412 9606.ENSP00000267199 164
9606.ENSP00000000412 9606.ENSP00000296679 326
9606.ENSP00000000412 9606.ENSP00000316454 422
9606.ENSP00000000412 9606.ENSP00000369055 158
9606.ENSP00000000412 9606.ENSP00000451206 196
9606.ENSP00000000412 9606.ENSP00000331258 163
9606.ENSP00000000412 9606.ENSP00000441158 279
9606.ENSP00000000412 9606.ENSP00000227266 261
9606.ENSP00000000412 9606.ENSP00000360154 205
9606.ENSP00000000412 9606.ENSP00000251968 176
9606.ENSP00000000412 9606.ENSP00000431445 441
9606.ENSP00000000412 9606.ENSP00000369538 160
9606.ENSP00000000412 9606.ENSP00000261263 167
9606.ENSP00000000412 9606.ENSP00000264864 171
9606.ENSP00000000412 9606.ENSP00000305255 252
9606.ENSP00000000412 9606.ENSP00000336666 597
9606.ENSP00000000412 9606.ENSP00000351473 222
9606.ENSP00000000412 9606.ENSP00000468424 179
9606.ENSP00000000412 9606.ENSP00000378725 198
9606.ENSP00000000412 9606.ENSP00000356465 162
9606.ENSP00000000412 9606.ENSP00000426503 306
9606.ENSP00000000412 9606.ENSP00000401435 579
9606.ENSP00000000412 9606.ENSP00000307164 173
9606.ENSP00000000412 9606.ENSP00000260197 338
9606.ENSP00000000412 9606.ENSP00000498872 290
9606.ENSP00000000412 9606.ENSP00000308938 471
9606.ENSP00000000412 9606.ENSP00000267113 173
9606.ENSP00000000412 9606.ENSP00000497815 154
9606.ENSP00000000412 9606.ENSP00000359000 176
9606.ENSP00000000412 9606.ENSP00000368831 418
9606.ENSP00000000412 9606.ENSP00000385892 245
9606.ENSP00000000412 9606.ENSP00000349687 257
9606.ENSP00000000412 9606.ENSP00000479494 151
9606.ENSP00000000412 9606.ENSP00000216034 226
9606.ENSP00000000412 9606.ENSP00000359956 172
9606.ENSP00000000412 9606.ENSP00000393316 239
9606.ENSP00000000412 9606.ENSP00000447053 155
9606.ENSP00000000412 9606.ENSP00000314508 188
9606.ENSP00000000412 9606.ENSP00000483185 522
9606.ENSP00000000412 9606.ENSP00000286788 155
9606.ENSP00000000412 9606.ENSP00000314157 161
9606.ENSP00000000412 9606.ENSP00000318165 309
9606.ENSP00000000412 9606.ENSP00000265388 162
9606.ENSP00000000412 9606.ENSP00000324628 516
9606.ENSP00000000412 9606.ENSP00000242285 511
9606.ENSP00000000412 9606.ENSP00000408411 549
9606.ENSP00000000412 9606.ENSP00000418572 564
9606.ENSP00000000412 9606.ENSP00000311469 177
9606.ENSP00000000412 9606.ENSP00000296137 216
9606.ENSP00000000412 9606.ENSP00000011473 271
9606.ENSP00000000412 9606.ENSP00000184266 226
9606.ENSP00000000412 9606.ENSP00000246024 168
9606.ENSP00000000412 9606.ENSP00000306157 415
9606.ENSP00000000412 9606.ENSP00000263559 470
9606.ENSP00000000412 9606.ENSP00000251047 299
9606.ENSP00000000412 9606.ENSP00000417229 308
9606.ENSP00000000412 9606.ENSP00000359765 199
9606.ENSP00000000412 9606.ENSP00000259400 221
9606.ENSP00000000412 9606.ENSP00000331201 544
9606.ENSP00000000412 9606.ENSP00000488481 184
9606.ENSP00000000412 9606.ENSP00000368678 297
9606.ENSP00000000412 9606.ENSP00000281187 185
9606.ENSP00000000412 9606.ENSP00000247933 216
9606.ENSP00000000412 9606.ENSP00000403362 558
9606.ENSP00000000412 9606.ENSP00000259512 165
9606.ENSP00000000412 9606.ENSP00000295569 330
9606.ENSP00000000412 9606.ENSP00000205061 154
9606.ENSP00000000412 9606.ENSP00000204679 298
9606.ENSP00000000412 9606.ENSP00000263054 267
9606.ENSP00000000412 9606.ENSP00000264382 526
9606.ENSP00000000412 9606.ENSP00000256366 203
9606.ENSP00000000412 9606.ENSP00000362946 158
9606.ENSP00000000412 9606.ENSP00000420127 547
9606.ENSP00000000412 9606.ENSP00000360798 409
9606.ENSP00000000412 9606.ENSP00000264710 173
9606.ENSP00000000412 9606.ENSP00000053867 153
9606.ENSP00000000412 9606.ENSP00000360183 615
9606.ENSP00000000412 9606.ENSP00000356107 199
9606.ENSP00000000412 9606.ENSP00000385834 400
9606.ENSP00000000412 9606.ENSP00000261416 314
9606.ENSP00000000412 9606.ENSP00000335082 177
9606.ENSP00000000412 9606.ENSP00000217131 578
9606.ENSP00000000412 9606.ENSP00000358715 243
9606.ENSP00000000412 9606.ENSP00000263710 169
9606.ENSP00000000412 9606.ENSP00000373905 581
9606.ENSP00000000412 9606.ENSP00000438085 993
9606.ENSP00000000412 9606.ENSP00000482826 499
9606.ENSP00000000412 9606.ENSP00000345195 520
9606.ENSP00000000412 9606.ENSP00000465685 565
9606.ENSP00000000412 9606.ENSP00000470176 520
9606.ENSP00000000412 9606.ENSP00000418575 198
9606.ENSP00000000412 9606.ENSP00000335060 218
9606.ENSP00000000412 9606.ENSP00000325369 230
9606.ENSP00000000412 9606.ENSP00000450731 382
9606.ENSP00000000412 9606.ENSP00000296684 234
9606.ENSP00000000412 9606.ENSP00000330945 266
9606.ENSP00000000412 9606.ENSP00000352601 159
9606.ENSP00000000412 9606.ENSP00000387282 573
9606.ENSP00000000412 9606.ENSP00000268099 177
9606.ENSP00000000412 9606.ENSP00000431391 154
9606.ENSP00000000412 9606.ENSP00000309124 194
9606.ENSP00000000412 9606.ENSP00000408410 155
9606.ENSP00000000412 9606.ENSP00000361634 181
9606.ENSP00000000412 9606.ENSP00000376197 604
9606.ENSP00000000412 9606.ENSP00000454071 561
9606.ENSP00000000412 9606.ENSP00000163416 220
9606.ENSP00000000412 9606.ENSP00000345344 208
9606.ENSP00000000412 9606.ENSP00000296220 171
9606.ENSP00000000412 9606.ENSP00000294258 319
9606.ENSP00000000412 9606.ENSP00000374069 172
9606.ENSP00000000412 9606.ENSP00000376930 190
9606.ENSP00000000412 9606.ENSP00000369677 160
9606.ENSP00000000412 9606.ENSP00000264254 187
9606.ENSP00000000412 9606.ENSP00000263238 220
9606.ENSP00000000412 9606.ENSP00000356540 208
9606.ENSP00000000412 9606.ENSP00000447730 252
9606.ENSP00000000412 9606.ENSP00000299427 471
9606.ENSP00000000412 9606.ENSP00000377275 254
9606.ENSP00000000412 9606.ENSP00000378394 437
9606.ENSP00000000412 9606.ENSP00000362110 163
9606.ENSP00000000412 9606.ENSP00000398722 168
9606.ENSP00000000412 9606.ENSP00000400459 517
9606.ENSP00000000412 9606.ENSP00000313391 510
9606.ENSP00000000412 9606.ENSP00000411825 166
9606.ENSP00000000412 9606.ENSP00000257787 303
9606.ENSP00000000412 9606.ENSP00000345672 417
9606.ENSP00000000412 9606.ENSP00000393987 173
9606.ENSP00000000412 9606.ENSP00000254963 156
9606.ENSP00000000412 9606.ENSP00000440005 645
9606.ENSP00000000412 9606.ENSP00000320679 204
9606.ENSP00000000412 9606.ENSP00000350199 514
9606.ENSP00000000412 9606.ENSP00000317334 280
9606.ENSP00000000412 9606.ENSP00000349087 177
9606.ENSP00000000412 9606.ENSP00000283195 263
9606.ENSP00000000412 9606.ENSP00000409594 161
9606.ENSP00000000412 9606.ENSP00000403663 151
9606.ENSP00000000412 9606.ENSP00000385025 309
9606.ENSP00000000412 9606.ENSP00000443631 240
9606.ENSP00000000412 9606.ENSP00000295897 165
9606.ENSP00000000412 9606.ENSP00000293217 219
9606.ENSP00000000412 9606.ENSP00000454229 168
9606.ENSP00000000412 9606.ENSP00000455114 348
9606.ENSP00000000412 9606.ENSP00000361926 225
9606.ENSP00000000412 9606.ENSP00000379364 164
9606.ENSP00000000412 9606.ENSP00000480853 342
9606.ENSP00000000412 9606.ENSP00000379601 155
9606.ENSP00000000412 9606.ENSP00000261880 249
9606.ENSP00000000412 9606.ENSP00000478479 151
9606.ENSP00000000412 9606.ENSP00000302728 315
9606.ENSP00000000412 9606.ENSP00000265070 230
9606.ENSP00000000412 9606.ENSP00000310998 523
9606.ENSP00000000412 9606.ENSP00000317955 395
9606.ENSP00000000412 9606.ENSP00000495274 214
9606.ENSP00000000412 9606.ENSP00000254528 201
9606.ENSP00000000412 9606.ENSP00000422185 227
9606.ENSP00000000412 9606.ENSP00000054666 624
9606.ENSP00000000412 9606.ENSP00000466298 631
9606.ENSP00000000412 9606.ENSP00000366746 485
9606.ENSP00000000412 9606.ENSP00000358335 172
9606.ENSP00000000412 9606.ENSP00000333298 560
9606.ENSP00000000412 9606.ENSP00000494067 251
9606.ENSP00000000412 9606.ENSP00000236671 542
9606.ENSP00000000412 9606.ENSP00000437125 581
9606.ENSP00000000412 9606.ENSP00000345575 349
9606.ENSP00000000412 9606.ENSP00000409952 605
9606.ENSP00000000412 9606.ENSP00000483552 365
9606.ENSP00000000412 9606.ENSP00000388996 672
9606.ENSP00000000412 9606.ENSP00000351742 187
9606.ENSP00000000412 9606.ENSP00000185150 303
9606.ENSP00000000412 9606.ENSP00000256682 244
9606.ENSP00000000412 9606.ENSP00000215730 166
9606.ENSP00000000412 9606.ENSP00000217244 165
9606.ENSP00000000412 9606.ENSP00000025008 186
9606.ENSP00000000412 9606.ENSP00000371308 208
9606.ENSP00000000412 9606.ENSP00000362656 349
9606.ENSP00000000412 9606.ENSP00000376792 745
9606.ENSP00000000412 9606.ENSP00000369318 517
9606.ENSP00000000412 9606.ENSP00000392330 219
9606.ENSP00000000412 9606.ENSP00000381293 503
9606.ENSP00000000412 9606.ENSP00000254950 248
9606.ENSP00000000412 9606.ENSP00000003084 426
9606.ENSP00000000412 9606.ENSP00000357453 249
9606.ENSP00000000412 9606.ENSP00000307275 171
9606.ENSP00000000412 9606.ENSP00000281141 205
9606.ENSP00000000412 9606.ENSP00000386443 748
9606.ENSP00000000412 9606.ENSP00000388169 201
9606.ENSP00000000412 9606.ENSP00000409581 525
9606.ENSP00000000412 9606.ENSP00000262623 192
9606.ENSP00000000412 9606.ENSP00000263864 587
9606.ENSP00000000412 9606.ENSP00000265062 307
9606.ENSP00000000412 9606.ENSP00000262288 225
9606.ENSP00000000412 9606.ENSP00000349305 605
9606.ENSP00000000412 9606.ENSP00000429824 366
9606.ENSP00000000412 9606.ENSP00000263904 475
9606.ENSP00000000412 9606.ENSP00000254976 154
9606.ENSP00000000412 9606.ENSP00000361207 191
9606.ENSP00000000412 9606.ENSP00000253193 160
9606.ENSP00000000412 9606.ENSP00000325681 160
9606.ENSP00000000412 9606.ENSP00000338777 191
9606.ENSP00000000412 9606.ENSP00000498476 182
9606.ENSP00000000412 9606.ENSP00000309457 162
9606.ENSP00000000412 9606.ENSP00000352522 267
9606.ENSP00000000412 9606.ENSP00000327694 517
9606.ENSP00000000412 9606.ENSP00000483453 234
9606.ENSP00000000412 9606.ENSP00000343405 160
9606.ENSP00000000412 9606.ENSP00000414398 169
9606.ENSP00000000412 9606.ENSP00000222219 511
9606.ENSP00000000412 9606.ENSP00000361562 169
9606.ENSP00000000412 9606.ENSP00000299314 272
9606.ENSP00000000412 9606.ENSP00000374455 183
9606.ENSP00000000412 9606.ENSP00000399457 154
9606.ENSP00000000412 9606.ENSP00000273047 410
9606.ENSP00000000412 9606.ENSP00000362639 506
9606.ENSP00000000412 9606.ENSP00000384400 163
9606.ENSP00000000412 9606.ENSP00000379891 499
9606.ENSP00000000412 9606.ENSP00000314544 158
9606.ENSP00000000412 9606.ENSP00000317714 170
9606.ENSP00000000412 9606.ENSP00000367459 416
9606.ENSP00000000412 9606.ENSP00000364956 205
9606.ENSP00000000412 9606.ENSP00000360688 272
9606.ENSP00000000412 9606.ENSP00000489869 165
9606.ENSP00000000412 9606.ENSP00000217456 171
9606.ENSP00000000412 9606.ENSP00000421339 163
9606.ENSP00000000412 9606.ENSP00000325564 204
9606.ENSP00000000412 9606.ENSP00000488838 169
9606.ENSP00000000412 9606.ENSP00000500695 542
9606.ENSP00000000412 9606.ENSP00000417354 278
9606.ENSP00000000412 9606.ENSP00000339813 183
9606.ENSP00000000412 9606.ENSP00000438399 169
9606.ENSP00000000412 9606.ENSP00000391826 688
9606.ENSP00000000412 9606.ENSP00000362469 400
9606.ENSP00000000412 9606.ENSP00000311962 911
9606.ENSP00000000412 9606.ENSP00000262640 658
9606.ENSP00000000412 9606.ENSP00000403172 255
9606.ENSP00000000412 9606.ENSP00000000233 228
9606.ENSP00000000412 9606.ENSP00000261890 301
9606.ENSP00000000412 9606.ENSP00000447537 509
9606.ENSP00000000412 9606.ENSP00000269228 180
9606.ENSP00000000412 9606.ENSP00000279281 581
9606.ENSP00000000412 9606.ENSP00000264079 214
9606.ENSP00000000412 9606.ENSP00000269299 192
9606.ENSP00000000412 9606.ENSP00000293362 169
9606.ENSP00000000412 9606.ENSP00000367265 244
9606.ENSP00000000412 9606.ENSP00000318585 159
9606.ENSP00000000412 9606.ENSP00000364295 306
9606.ENSP00000000412 9606.ENSP00000289248 158
9606.ENSP00000000412 9606.ENSP00000354511 185
9606.ENSP00000000412 9606.ENSP00000410926 167
9606.ENSP00000000412 9606.ENSP00000249923 229
9606.ENSP00000000412 9606.ENSP00000303366 248
9606.ENSP00000000412 9606.ENSP00000306010 177
9606.ENSP00000000412 9606.ENSP00000326031 182
9606.ENSP00000000412 9606.ENSP00000233242 519
9606.ENSP00000000412 9606.ENSP00000311677 207
9606.ENSP00000000412 9606.ENSP00000157812 178
9606.ENSP00000000412 9606.ENSP00000315203 194
9606.ENSP00000000412 9606.ENSP00000320866 198
9606.ENSP00000000412 9606.ENSP00000249647 383
9606.ENSP00000000412 9606.ENSP00000261866 226
9606.ENSP00000000412 9606.ENSP00000357981 326
9606.ENSP00000000412 9606.ENSP00000369981 499
9606.ENSP00000000412 9606.ENSP00000457788 228
9606.ENSP00000000412 9606.ENSP00000367220 250
9606.ENSP00000000412 9606.ENSP00000340688 163
9606.ENSP00000000412 9606.ENSP00000230085 294
9606.ENSP00000000412 9606.ENSP00000496870 597
9606.ENSP00000000412 9606.ENSP00000303356 154
9606.ENSP00000000412 9606.ENSP00000351575 282
9606.ENSP00000000412 9606.ENSP00000377015 508
9606.ENSP00000000412 9606.ENSP00000338844 167
9606.ENSP00000000412 9606.ENSP00000236192 527
9606.ENSP00000000412 9606.ENSP00000464275 222
9606.ENSP00000000412 9606.ENSP00000371175 957
9606.ENSP00000000412 9606.ENSP00000358777 228
9606.ENSP00000000412 9606.ENSP00000272902 185
9606.ENSP00000000412 9606.ENSP00000253413 161
9606.ENSP00000000412 9606.ENSP00000264896 562
9606.ENSP00000000412 9606.ENSP00000240079 153
9606.ENSP00000000412 9606.ENSP00000394496 168
9606.ENSP00000000412 9606.ENSP00000363229 400
9606.ENSP00000000412 9606.ENSP00000479606 626
9606.ENSP00000000412 9606.ENSP00000361883 336
9606.ENSP00000000412 9606.ENSP00000369081 505
9606.ENSP00000000412 9606.ENSP00000340409 179
9606.ENSP00000000412 9606.ENSP00000362465 266
9606.ENSP00000000412 9606.ENSP00000351926 520
9606.ENSP00000000412 9606.ENSP00000258301 308
9606.ENSP00000000412 9606.ENSP00000307939 668
9606.ENSP00000000412 9606.ENSP00000359540 558
9606.ENSP00000000412 9606.ENSP00000311449 288
9606.ENSP00000000412 9606.ENSP00000349437 991
9606.ENSP00000000412 9606.ENSP00000466134 169
9606.ENSP00000000412 9606.ENSP00000251119 586
9606.ENSP00000000412 9606.ENSP00000011653 413
9606.ENSP00000000412 9606.ENSP00000337354 247
9606.ENSP00000000412 9606.ENSP00000264380 163
9606.ENSP00000000412 9606.ENSP00000418082 215
9606.ENSP00000000412 9606.ENSP00000412733 159
9606.ENSP00000000412 9606.ENSP00000225927 194
9606.ENSP00000000412 9606.ENSP00000262455 165
